SKU,Product Name,Category,Barcode,Status,Stock Locator,Issue Type,On Hand,Available,Allocated,Bins With Stock,Unassigned Stock (no bin),Detail
R-HMB,Horizontal Mounting Bracket with Nail 1.2MM,Bakelite,9727435314489,Active,MA-D-17-L1,LOCATOR_OK_EXTRA_BINS,2443,2443,0,MA-C-07-L3-P2 | MA-D-17-L1,0,stock_locator=MA-D-17-L1 ✓ but also has stock in extra bins: [MA-C-07-L3-P2]
R-MB18,18mm Mounting Block,Bakelite,9727435322286,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,750,750,0,MA-C-15-L5-P1 | MA-D-16-L2,0,stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-C-15-L5-P1]
R-MB34,34mm Mounting Block,Bakelite,9727435315820,Active,MA-D-17-L2,LOCATOR_OK_EXTRA_BINS,811,811,0,MA-D-17-L2 | MA-G-14-L4-P2,0,stock_locator=MA-D-17-L2 ✓ but also has stock in extra bins: [MA-G-14-L4-P2]
R-MB36,36mm Mounting Block,Bakelite,9727435322620,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,512,512,0,MA-D-16-L2 | MA-G-07-L3-P1,0,stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-G-07-L3-P1]
R-PMB,Plaster Bracket,Bakelite,9727435314670,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,1534,1534,0,MA-D-15-L7-P2 | MA-D-16-L2,0,stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-D-15-L7-P2]
R-PMBS,Plaster Bracket suitable for slimline Series,Bakelite,9727435314830,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,2385,2385,0,MA-D-16-L2 | MA-D-17-L5-P2 | MA-G-14-L4-P2,0,"stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-D-17-L5-P2, MA-G-14-L4-P2]"
R-SLBP-WH-V1,Slimline Blank Plate White *,Bakelite,9727435315882,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,378,378,0,MA-G-16-L4-P1 | MA-G-17-L4-P2,0,stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-G-17-L4-P2]
R-SLGP1-WH,1 Gang Slimline Rigid Plate,Bakelite,9727435323894,Active,MA-D-14-L1,LOCATOR_OK_EXTRA_BINS,4062,4062,0,MA-C-06-L3-P2 | MA-C-10-L3-P2 | MA-D-14-L1 | MA-E-10-L4-P1,0,"stock_locator=MA-D-14-L1 ✓ but also has stock in extra bins: [MA-C-06-L3-P2, MA-C-10-L3-P2, MA-E-10-L4-P1]"
R-SLGP1-WH-V1,1 Gang Slimline Rigid Plate *,Bakelite,9727435316483,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,1402,1402,0,MA-D-12-L3-P1 | MA-G-16-L4-P1 | MA-G-17-L4-P2,0,"stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-D-12-L3-P1, MA-G-17-L4-P2]"
R-SLGP2-WH,2 Gang Slimline Rigid Plate,Bakelite,9727435324419,Active,MA-D-14-L1,LOCATOR_OK_EXTRA_BINS,2907,2907,0,MA-C-06-L3-P2 | MA-C-12-L4-P1 | MA-D-14-L1,0,"stock_locator=MA-D-14-L1 ✓ but also has stock in extra bins: [MA-C-06-L3-P2, MA-C-12-L4-P1]"
R-SLGP3-WH,3 Gang Slimline Rigid Plate,Bakelite,9727435324815,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,1331,1331,0,MA-C-09-L5-P2 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-C-09-L5-P2]
R-SLGP4-WH,4 Gang Slimline Rigid Plate,Bakelite,9727435325256,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,1304,1304,0,MA-C-09-L5-P2 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-C-09-L5-P2]
R-SLGP5-WH,5 Gang Slimline Rigid Plate,Bakelite,9727435325669,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,1011,1011,0,MA-C-12-L4-P1 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-C-12-L4-P1]
R-SLGP5-WH-V1,5 Gang Slimline Rigid Plate *,Bakelite,9727435317220,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,240,240,0,MA-G-16-L4-P1 | MA-G-17-L4-P2,0,stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-G-17-L4-P2]
R-SLGP6-WH,6 Gang Slimline Rigid Plate,Bakelite,9727435326406,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,971,971,0,MA-D-05-L5-P2 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-D-05-L5-P2]
R-SLGP6-WH-V1,6 Gang Slimline Rigid Plate *,Bakelite,9727435317503,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,239,239,0,MA-G-16-L4-P1 | MA-G-17-L4-P2,0,stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-G-17-L4-P2]
R-SLGPO1-15-WH,15A Slimline Single Powerpoint,Bakelite,9727435327441,Active,MA-D-15-L2,LOCATOR_OK_EXTRA_BINS,1083,1083,0,MA-C-12-L4-P1 | MA-C-12-L5-P1 | MA-D-15-L2,0,"stock_locator=MA-D-15-L2 ✓ but also has stock in extra bins: [MA-C-12-L4-P1, MA-C-12-L5-P1]"
R-SLGPO1-WH,10A Slimline Single Powerpoint,Bakelite,9727435327076,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,3221,3221,0,MA-D-10-L4-P2 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-D-10-L4-P2]
R-SLGPO1-WH-V1,10A Slimline Single PowerPoint *,Bakelite,9727435313307,Active,MA-G-17-L4-P2,LOCATOR_OK_EXTRA_BINS,1123,1123,0,MA-D-14-L6-P1 | MA-G-17-L4-P2,0,stock_locator=MA-G-17-L4-P2 ✓ but also has stock in extra bins: [MA-D-14-L6-P1]
R-SLGPO2-15-WH,15A Slimline Double powerpoint,Bakelite,9727435327717,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,1404,1404,0,MA-C-10-L3-P2 | MA-C-16-L5-P1 | MA-D-16-L2,0,"stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-C-10-L3-P2, MA-C-16-L5-P1]"
R-SLGPO2-15-WH-V1,15A Slimline Double powerpoint *,Bakelite,9727435313697,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,338,338,0,MA-D-15-L5-P1 | MA-G-16-L4-P1 | MA-G-17-L4-P2,0,"stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-D-15-L5-P1, MA-G-17-L4-P2]"
R-SLGPO2-WH,10A Slimline Double powerpoint,Bakelite,9727435328400,Active,MA-D-15-L1,LOCATOR_OK_EXTRA_BINS,1994,1954,40,MA-D-11-L5-P2 | MA-D-15-L1,0,stock_locator=MA-D-15-L1 ✓ but also has stock in extra bins: [MA-D-11-L5-P2]
R-SLGPO2-WH-V1,10A Slimline Double PowerPoint *,Bakelite,9727435313505,Active,MA-G-17-L4-P1,LOCATOR_OK_EXTRA_BINS,7483,7483,0,MA-D-13-L7-P1 | MA-F-13-L4-P1 | MA-F-16-L5-P1 | MA-G-17-L4-P1 | MA-G-17-L4-P2,0,"stock_locator=MA-G-17-L4-P1 ✓ but also has stock in extra bins: [MA-D-13-L7-P1, MA-F-13-L4-P1, MA-F-16-L5-P1, MA-G-17-L4-P2]"
R-SLGPO2X-WH,10A Slimline Double powerpoint  with extra switch 16,Bakelite,9727435329100,Active,MA-D-16-L2,LOCATOR_OK_EXTRA_BINS,983,983,0,MA-C-15-L6-P1 | MA-C-16-L7-P1 | MA-D-16-L2,0,"stock_locator=MA-D-16-L2 ✓ but also has stock in extra bins: [MA-C-15-L6-P1, MA-C-16-L7-P1]"
R-SLGPO2X-WH-V1,10A Slimline Double powerpoint  with extra switch 16 *,Bakelite,9727435313741,Active,MA-G-17-L4-P2,LOCATOR_OK_EXTRA_BINS,203,203,0,MA-D-15-L5-P1 | MA-G-17-L4-P2,0,stock_locator=MA-G-17-L4-P2 ✓ but also has stock in extra bins: [MA-D-15-L5-P1]
R-SLSW1-WH-V1,"1 Gang Slimline Wall Switch, White *",Bakelite,9727435315974,Active,MA-G-17-L4-P1,LOCATOR_OK_EXTRA_BINS,2544,2544,0,MA-D-12-L3-P1 | MA-D-15-L5-P1 | MA-G-15-L5-P1 | MA-G-17-L4-P1 | MA-G-17-L4-P2,0,"stock_locator=MA-G-17-L4-P1 ✓ but also has stock in extra bins: [MA-D-12-L3-P1, MA-D-15-L5-P1, MA-G-15-L5-P1, MA-G-17-L4-P2]"
R-SLSW2-WH,"2 Gang Slimline Wall Switch, White",Bakelite,9727435330038,Active,MA-D-14-L2,LOCATOR_OK_EXTRA_BINS,846,816,30,MA-C-15-L6-P1 | MA-D-14-L2,0,stock_locator=MA-D-14-L2 ✓ but also has stock in extra bins: [MA-C-15-L6-P1]
R-SLSW2-WH-V1,"2 Gang Slimline Wall Switch, White *",Bakelite,9727435316193,Active,MA-G-17-L4-P1,LOCATOR_OK_EXTRA_BINS,2150,2150,0,MA-D-12-L3-P1 | MA-G-15-L5-P1 | MA-G-17-L4-P1,0,"stock_locator=MA-G-17-L4-P1 ✓ but also has stock in extra bins: [MA-D-12-L3-P1, MA-G-15-L5-P1]"
R-SLSW3-WH-V1,"3 Gang Slimline Wall Switch, White *",Bakelite,9727435316445,Active,MA-G-15-L5-P1,LOCATOR_OK_EXTRA_BINS,834,834,0,MA-D-14-L6-P1 | MA-G-15-L5-P1 | MA-G-17-L4-P1,0,"stock_locator=MA-G-15-L5-P1 ✓ but also has stock in extra bins: [MA-D-14-L6-P1, MA-G-17-L4-P1]"
R-SLSW4-WH,"4 Gang Slimline Wall Switch, White",Bakelite,9727435331103,Active,MA-D-15-L2,LOCATOR_OK_EXTRA_BINS,500,500,0,MA-C-10-L3-P2 | MA-D-15-L2,0,stock_locator=MA-D-15-L2 ✓ but also has stock in extra bins: [MA-C-10-L3-P2]
R-SLSW4-WH-V1,"4 Gang Slimline Wall Switch, White *",Bakelite,9727435316599,Active,MA-G-17-L4-P1,LOCATOR_OK_EXTRA_BINS,355,355,0,MA-G-15-L5-P1 | MA-G-17-L4-P1,0,stock_locator=MA-G-17-L4-P1 ✓ but also has stock in extra bins: [MA-G-15-L5-P1]
R-SLSW5-WH-V1,"5 Gang Slimline Wall Switch, White *",Bakelite,9727435316834,Active,MA-G-17-L4-P1,LOCATOR_OK_EXTRA_BINS,275,275,0,MA-D-15-L5-P1 | MA-G-15-L5-P1 | MA-G-17-L4-P1,0,"stock_locator=MA-G-17-L4-P1 ✓ but also has stock in extra bins: [MA-D-15-L5-P1, MA-G-15-L5-P1]"
R-SLSW6-WH-V1,"6 Gang Slimline Wall Switch, White *",Bakelite,9727435312997,Active,MA-G-16-L4-P1,LOCATOR_OK_EXTRA_BINS,285,285,0,MA-G-15-L5-P1 | MA-G-16-L4-P1 | MA-G-17-L4-P1,0,"stock_locator=MA-G-16-L4-P1 ✓ but also has stock in extra bins: [MA-G-15-L5-P1, MA-G-17-L4-P1]"
R-SMB25,25mm Solid Mounting Block,Bakelite,9727435314212,Active,MA-D-17-L2,LOCATOR_OK_EXTRA_BINS,153,153,0,MA-D-17-L2 | MA-SAMPLES,0,stock_locator=MA-D-17-L2 ✓ but also has stock in extra bins: [MA-SAMPLES]
R-SMDP35,35A Double Pole mechanism,Bakelite,9727435334265,Active,MA-D-17-L3,LOCATOR_OK_EXTRA_BINS,1094,1094,0,MA-C-12-L5-P1 | MA-D-17-L3,0,stock_locator=MA-D-17-L3 ✓ but also has stock in extra bins: [MA-C-12-L5-P1]
R-SW1-WH,"1 Gang Wall Switch, White",Bakelite,9727435335507,Active,MA-C-14-L1-P2,LOCATOR_OK_EXTRA_BINS,1877,1874,3,MA-C-14-L1-P2 | MA-D-15-L6-P1,0,stock_locator=MA-C-14-L1-P2 ✓ but also has stock in extra bins: [MA-D-15-L6-P1]
R-SW2-WH,"2 Gang Wall Switch, White",Bakelite,9727435336146,Active,MA-D-13-L2,LOCATOR_OK_EXTRA_BINS,1266,1265,1,MA-C-16-L5-P1 | MA-D-13-L2,0,stock_locator=MA-D-13-L2 ✓ but also has stock in extra bins: [MA-C-16-L5-P1]
R-SW3-WH,"3 Gang Wall Switch, White",Bakelite,9727435337136,Active,MA-D-13-L2,LOCATOR_OK_EXTRA_BINS,556,556,0,MA-C-15-L5-P1 | MA-D-13-L2,0,stock_locator=MA-D-13-L2 ✓ but also has stock in extra bins: [MA-C-15-L5-P1]
R-SW4-WH,"4 Gang Wall Switch, White",Bakelite,9727435337891,Active,MA-D-13-L2,LOCATOR_OK_EXTRA_BINS,584,584,0,MA-D-05-L5-P2 | MA-D-13-L2,0,stock_locator=MA-D-13-L2 ✓ but also has stock in extra bins: [MA-D-05-L5-P2]
R-SW5-WH,"5 Gang Wall Switch, White",Bakelite,9727435338478,Active,MA-D-13-L2,LOCATOR_OK_EXTRA_BINS,485,485,0,MA-C-12-L5-P1 | MA-D-13-L2,0,stock_locator=MA-D-13-L2 ✓ but also has stock in extra bins: [MA-C-12-L5-P1]
R-SW6-WH,"6 Gang Wall Switch, White",Bakelite,9727435339031,Active,MA-D-13-L2,LOCATOR_OK_EXTRA_BINS,745,745,0,MA-C-16-L5-P1 | MA-D-13-L2,0,stock_locator=MA-D-13-L2 ✓ but also has stock in extra bins: [MA-C-16-L5-P1]
R-UMB,Plaster U Clip,Bakelite,9727435315035,Active,MA-D-17-L1,LOCATOR_OK_EXTRA_BINS,6556,6556,0,MA-D-15-L7-P2 | MA-D-17-L1 | MA-G-15-L4-P2,0,"stock_locator=MA-D-17-L1 ✓ but also has stock in extra bins: [MA-D-15-L7-P2, MA-G-15-L4-P2]"
R-VMB,Vertical Mounting Bracket with Nail 1.2MM,Bakelite,9727435314151,Active,MA-D-17-L1,LOCATOR_OK_EXTRA_BINS,1722,1722,0,MA-C-07-L3-P2 | MA-D-17-L1,0,stock_locator=MA-D-17-L1 ✓ but also has stock in extra bins: [MA-C-07-L3-P2]
R-WPGPO1,10A Weatherproof Single Outlet,Bakelite,9727435313321,Active,MA-D-16-L1,LOCATOR_OK_EXTRA_BINS,376,376,0,MA-D-15-L6-P1 | MA-D-16-L1,0,stock_locator=MA-D-16-L1 ✓ but also has stock in extra bins: [MA-D-15-L6-P1]
R-WPGPO2,10A Weatherproof Double Outlet,Bakelite,9727435313482,Active,MA-C-14-L1-P1,LOCATOR_OK_EXTRA_BINS,383,373,10,MA-C-14-L1-P1 | MA-D-16-L1,0,stock_locator=MA-C-14-L1-P1 ✓ but also has stock in extra bins: [MA-D-16-L1]
R-WPI220,20A 2 Pole Mini Weatherproof Isolator Switch IP66,Bakelite,9727435313208,Active,MA-D-17-L1,LOCATOR_OK_EXTRA_BINS,253,253,0,MA-C-06-L3-P1 | MA-D-17-L1 | MA-SAMPLES,0,"stock_locator=MA-D-17-L1 ✓ but also has stock in extra bins: [MA-C-06-L3-P1, MA-SAMPLES]"
R-WPI220-L,20A 2 Pole Standard Weatherproof Isolator Switch IP66,Bakelite,9727435296839,Active,MA-D-17-L4,LOCATOR_OK_EXTRA_BINS,254,254,0,MA-C-06-L3-P1 | MA-D-17-L4 | MA-F-09-L3-P1 | MA-SAMPLES,0,"stock_locator=MA-D-17-L4 ✓ but also has stock in extra bins: [MA-C-06-L3-P1, MA-F-09-L3-P1, MA-SAMPLES]"
R-WPI235,35A 2 Pole Mini Weatherproof Isolator Switch IP66,Bakelite,29727435575622,Active,MA-D-17-L4,LOCATOR_OK_EXTRA_BINS,175,175,0,MA-C-07-L3-P2 | MA-D-17-L4 | MA-SAMPLES,0,"stock_locator=MA-D-17-L4 ✓ but also has stock in extra bins: [MA-C-07-L3-P2, MA-SAMPLES]"
R-WPI235-L,35A 2 Pole Standard Weatherproof Isolator Switch IP66,Bakelite,9727435305364,Active,MA-D-17-L4,LOCATOR_OK_EXTRA_BINS,400,400,0,MA-C-11-L2-P1 | MA-D-17-L4 | MA-SAMPLES,0,"stock_locator=MA-D-17-L4 ✓ but also has stock in extra bins: [MA-C-11-L2-P1, MA-SAMPLES]"
R-WPI320-L,20A 3 Pole Standard Weatherproof Isolator Switch IP66,Bakelite,9727435323054,Active,MA-D-17-L4,LOCATOR_OK_EXTRA_BINS,224,224,0,MA-D-12-L4-P1 | MA-D-17-L4,0,stock_locator=MA-D-17-L4 ✓ but also has stock in extra bins: [MA-D-12-L4-P1]
R-WPI335-L,35A 3 Pole Standard Weatherproof Isolator Switch IP66,Bakelite,9727435325287,Active,MA-D-17-L4,LOCATOR_OK_EXTRA_BINS,113,113,0,MA-D-12-L4-P1 | MA-D-17-L4,0,stock_locator=MA-D-17-L4 ✓ but also has stock in extra bins: [MA-D-12-L4-P1]
R0100-BK,"Track adaptor for R220# range, Black",LINEAR,9727435307740,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,1199,1199,0,MA-B-11-L1-P1 | MA-C-15-L5-P2,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-C-15-L5-P2]
R0101-BK,"Track adaptor with wire for R220# range, Black",LINEAR,9727435308334,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,297,297,0,MA-B-10-L1-P2 | MA-B-11-L1-P1 | MA-C-15-L5-P2,0,"stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-B-10-L1-P2, MA-C-15-L5-P2]"
R0101-WH,"Track adaptor with wire for R220# range, White",LINEAR,9727435308419,Active,MA-B-11-L1-P1,LOCATOR_OK_EXTRA_BINS,61,61,0,MA-B-11-L1-P1 | MA-DOCK,0,stock_locator=MA-B-11-L1-P1 ✓ but also has stock in extra bins: [MA-DOCK]
R1020,7w Tri Colour Dimmable Downlight Integral Driver IP54 70mm cut out.,Downlights,9727435309041,Active,MA-B-03-L1-P1,LOCATOR_OK_EXTRA_BINS,887,887,0,MA-A-04-L6-P1 | MA-B-03-L1-P1,0,stock_locator=MA-B-03-L1-P1 ✓ but also has stock in extra bins: [MA-A-04-L6-P1]
R1021-WH-TRI,"8w Dimmable Downlight Integral Driver IP54 90mm Cut Out, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White",Downlights,9727435304893,Active,MA-G-01-L1,LOCATOR_OK_EXTRA_BINS,27284,24345,2939,MA-A-12-L7-P2 | MA-A-13-L3-P2 | MA-B-04-L3-P2 | MA-B-04-L5-P2 | MA-B-07-L6-P1 | MA-B-08-L6-P1 | MA-B-09-L5-P1 | MA-B-10-L5-P2 | MA-B-11-L4-P2 | MA-B-11-L5-P1 | MA-C-04-L4-P1 | MA-C-13-L6-P2 | MA-D-04-L5-P1 | MA-D-15-L7-P1 | MA-E-01-L2-P1 | MA-E-01-L2-P2 | MA-F-08-L5-P2 | MA-F-12-L3-P2 | MA-G-01-L1 | MA-G-03-L5-P2 | MA-G-04-L5-P1 | MA-G-04-L5-P2 | MA-G-07-L3-P2,0,"stock_locator=MA-G-01-L1 ✓ but also has stock in extra bins: [MA-A-12-L7-P2, MA-A-13-L3-P2, MA-B-04-L3-P2, MA-B-04-L5-P2, MA-B-07-L6-P1, MA-B-08-L6-P1, MA-B-09-L5-P1, MA-B-10-L5-P2, MA-B-11-L4-P2, MA-B-11-L5-P1, MA-C-04-L4-P1, MA-C-13-L6-P2, MA-D-04-L5-P1, MA-D-15-L7-P1, MA-E-01-L2-P1, MA-E-01-L2-P2, MA-F-08-L5-P2, MA-F-12-L3-P2, MA-G-03-L5-P2, MA-G-04-L5-P1, MA-G-04-L5-P2, MA-G-07-L3-P2]"
R1023,16w Dimmable Downlight Integral Driver With Flex & Plug IP54 160mm Cut Out,Downlights,9727435304374,Active,MA-B-04-L1-P1,LOCATOR_OK_EXTRA_BINS,455,455,0,MA-A-08-L7-P1 | MA-B-04-L1-P1,0,stock_locator=MA-B-04-L1-P1 ✓ but also has stock in extra bins: [MA-A-08-L7-P1]
R1024,20w Dimmable Downlight Integral Driver Wth Flex & Plug IP54 190mm Cut Out.,Downlights,9727435303452,Active,MA-B-04-L1-P2,LOCATOR_OK_EXTRA_BINS,324,324,0,MA-A-04-L7-P1 | MA-B-04-L1-P2 | MA-B-12-L6-P2,0,"stock_locator=MA-B-04-L1-P2 ✓ but also has stock in extra bins: [MA-A-04-L7-P1, MA-B-12-L6-P2]"
R1031-WH-TRI,"8w Dimmable Downlight Integral Driver IP44 90mm Cut Out, Tri - White",Downlights,9727435305784,Active,MA-F-01-L1,LOCATOR_OK_EXTRA_BINS,16417,16218,199,MA-A-04-L6-P2 | MA-A-10-L7-P1 | MA-C-11-L5-P1 | MA-C-14-L6-P2 | MA-C-15-L6-P2 | MA-E-02-L2-P1 | MA-E-02-L4-P2 | MA-E-03-L3-P1 | MA-E-04-L4-P2 | MA-E-04-L5-P2 | MA-E-09-L6-P1 | MA-F-01-L1 | MA-F-04-L4-P1,0,"stock_locator=MA-F-01-L1 ✓ but also has stock in extra bins: [MA-A-04-L6-P2, MA-A-10-L7-P1, MA-C-11-L5-P1, MA-C-14-L6-P2, MA-C-15-L6-P2, MA-E-02-L2-P1, MA-E-02-L4-P2, MA-E-03-L3-P1, MA-E-04-L4-P2, MA-E-04-L5-P2, MA-E-09-L6-P1, MA-F-04-L4-P1]"
R1043,18w Dimmable Downlight Complete With Flex & Plug IP54 160mm Cut Out.,Downlights,9727435300932,Active,MA-B-08-L1-P1,LOCATOR_OK_EXTRA_BINS,72,72,0,MA-B-08-L1-P1 | MA-DOCK,0,stock_locator=MA-B-08-L1-P1 ✓ but also has stock in extra bins: [MA-DOCK]
R1043-18,18w Dimmable Downlight Complete With Flex & Plug IP54 160mm Cut Out.,Downlights,9727435347791,Active,MA-B-08-L1-P1,LOCATOR_OK_EXTRA_BINS,271,271,0,MA-B-08-L1-P1 | MA-B-15-L5-P2,0,stock_locator=MA-B-08-L1-P1 ✓ but also has stock in extra bins: [MA-B-15-L5-P2]
R1044-25,25w Dimmable Downlight Complete With Flex & Plug IP54 200mm Cut Out.,Downlights,9727435348811,Active,MA-B-08-L1-P2,LOCATOR_OK_EXTRA_BINS,527,377,150,MA-B-08-L1-P2 | MA-B-10-L6-P1,0,stock_locator=MA-B-08-L1-P2 ✓ but also has stock in extra bins: [MA-B-10-L6-P1]
R1051-BK-TRI,"13w Dimmable Downlight With Flex & Plug IP44 90mm Cut Out. Black, Tri (3000K Warm White-4000K Cool White-5700K Daylight)",Downlights,9727435304152,Active,MA-B-14-L1,LOCATOR_OK_EXTRA_BINS,388,388,0,MA-B-14-L1 | MA-B-16-L5-P2,0,stock_locator=MA-B-14-L1 ✓ but also has stock in extra bins: [MA-B-16-L5-P2]
R1051-SC-TRI,"13w Dimmable Downlight With Flex & Plug IP44 90mm Cut Out. Satin Chrome, Tri (3000K Warm White-4000K Cool White-5700K Daylight)",Downlights,9727435308815,Active,MA-B-14-L1,LOCATOR_OK_EXTRA_BINS,465,465,0,MA-A-14-L6-P1 | MA-B-14-L1 | MA-B-16-L5-P2,12,"stock_locator=MA-B-14-L1 ✓ but also has stock in extra bins: [MA-A-14-L6-P1, MA-B-16-L5-P2]"
R1051-WH-TRI,"13w Dimmable Downlight With Flex & Plug IP44 90mm Cut Out. White, Tri (3000K Warm White-4000K Cool White-5700K Daylight)",Downlights,9727435301502,Active,MA-B-09-L1-P2,LOCATOR_OK_EXTRA_BINS,1858,1837,21,MA-B-09-L1-P2 | MA-G-16-L6-P2 | MA-RETURNS,0,"stock_locator=MA-B-09-L1-P2 ✓ but also has stock in extra bins: [MA-G-16-L6-P2, MA-RETURNS]"
R1052,"13w LED Adjustable Dimmable Downlight, Remote Driver, IP44",Downlights,9727435300291,Active,MA-B-10-L1-P1,LOCATOR_OK_EXTRA_BINS,516,516,0,MA-B-10-L1-P1 | MA-RETURNS,0,stock_locator=MA-B-10-L1-P1 ✓ but also has stock in extra bins: [MA-RETURNS]
R1053-WH-EXT,145mm White Extension to suit R1053,Downlights,9727435305210,Active,MA-B-11-L1-P2,LOCATOR_OK_EXTRA_BINS,1422,1422,0,MA-B-11-L1-P2 | MA-B-11-L3-P2,0,stock_locator=MA-B-11-L1-P2 ✓ but also has stock in extra bins: [MA-B-11-L3-P2]
R1053-WH-TRI,8w Slim Dimmable Downlight With Flex & Plug IP44 90mm Cut Out. White. Tri Colour,Downlights,9727435300079,Active,MA-B-12-L1-P1,LOCATOR_OK_EXTRA_BINS,2293,2289,4,MA-B-12-L1-P1 | MA-H-05-L3-P1 | MA-H-05-L3-P2,0,"stock_locator=MA-B-12-L1-P1 ✓ but also has stock in extra bins: [MA-H-05-L3-P1, MA-H-05-L3-P2]"
R1055-WH-TRI,"13w Polyamide Dimmable Downlight,Remote Driver with Flex & Plug,White,TRI CCT,IP44",Downlights,9727435298338,Active,MA-B-12-L1-P2,LOCATOR_OK_EXTRA_BINS,2404,2404,0,MA-B-02-L7-P1 | MA-B-12-L1-P2 | MA-E-08-L3-P1 | MA-SAMPLES,0,"stock_locator=MA-B-12-L1-P2 ✓ but also has stock in extra bins: [MA-B-02-L7-P1, MA-E-08-L3-P1, MA-SAMPLES]"
R1060-WH-TRI,"8w Dimmable White COB Downlight, IP44 90mm Cutout, Tri Colour, 50o UGR19 w/ F&P",Downlights,9727435411614,Active,MA-B-13-L1-P1,LOCATOR_OK_EXTRA_BINS,2982,2947,35,MA-A-09-L5-P2 | MA-B-13-L1-P1 | MA-C-10-L4-P2 | MA-E-09-L6-P2,0,"stock_locator=MA-B-13-L1-P1 ✓ but also has stock in extra bins: [MA-A-09-L5-P2, MA-C-10-L4-P2, MA-E-09-L6-P2]"
R1061-A-BK-TRI,8w Adjustable Dimmable Downlight Integral Driver IP54 Tri Black,Downlights,9727435301687,Active,MA-B-14-L1,LOCATOR_OK_EXTRA_BINS,280,280,0,MA-B-14-L1 | MA-D-05-L3-P1,0,stock_locator=MA-B-14-L1 ✓ but also has stock in extra bins: [MA-D-05-L3-P1]
R1061-A-WH-TRI,8w Adjustable Dimmable Downlight Integral Driver IP54 Tri White,Downlights,9727435301618,Active,MA-B-14-L1,LOCATOR_OK_EXTRA_BINS,343,343,0,MA-A-14-L5-P2 | MA-B-14-L1 | MA-E-09-L5-P2 | MA-GA,0,"stock_locator=MA-B-14-L1 ✓ but also has stock in extra bins: [MA-A-14-L5-P2, MA-E-09-L5-P2, MA-GA]"
R1061-BK-TRI,"8w Dimmable Downlight Integral Driver IP54 90mm Cut Out, Tri (3000K Warm White-4000K Cool White-5700K Daylight) Black *",Downlights,9727435303094,Active,MA-B-14-L1,LOCATOR_OK_EXTRA_BINS,194,194,0,MA-B-14-L1 | MA-C-14-L5-P2,0,stock_locator=MA-B-14-L1 ✓ but also has stock in extra bins: [MA-C-14-L5-P2]
R1061-WH-TRI,"8w Dimmable Downlight Integral Driver IP54 90mm Cut Out, Tri (3000K Warm White-4000K Cool White-5700K Daylight) White *",Downlights,9727435305166,Active,MA-A-14-L1-P1,LOCATOR_OK_EXTRA_BINS,819,819,0,MA-A-14-L1-P1 | MA-C-14-L5-P2,0,stock_locator=MA-A-14-L1-P1 ✓ but also has stock in extra bins: [MA-C-14-L5-P2]
